id,name,description,price,image_url,category
11,Neon Samsung Galaxy S23 Plus One,"The Neon Samsung Galaxy S23 Plus One is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",22754.71,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
12,Neon OnePlus 11R Max X,"The Neon OnePlus 11R Max X is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",126357.81,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
13,Zenix Boat Airdopes 141 Pro One,"The Zenix Boat Airdopes 141 Pro One is a high-performance boat airdopes 141 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",93758.71,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
14,Echo Samsung Galaxy S23 Mini Edge,"The Echo Samsung Galaxy S23 Mini Edge is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",109224.08,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
15,Drift HP Pavilion 15 Laptop Air Prime,"The Drift HP Pavilion 15 Laptop Air Prime is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",124812.64,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
16,Drift Samsung Galaxy S23 Max 360,"The Drift Samsung Galaxy S23 Max 360 is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",9556.65,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
17,Tronix iPhone 14 Air Fusion,"The Tronix iPhone 14 Air Fusion is a high-performance iphone 14 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",6222.43,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
18,Vertex Puma Flip Flops Air 360,"The Vertex Puma Flip Flops Air 360 is a high-performance puma flip flops ideal for daily use, featuring sleek design, durability, and cutting-edge features.",106921.58,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
19,Pulse iPhone 14 Ultra X,"The Pulse iPhone 14 Ultra X is a high-performance iphone 14 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",25475.99,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
20,Neon Redmi Note 12 Air X,"The Neon Redmi Note 12 Air X is a high-performance redmi note 12 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",120859.56,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
21,Nova Samsung Galaxy S23 Plus Next,"The Nova Samsung Galaxy S23 Plus Next is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",68994.32,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
22,Vertex Adidas Running Shoes Max Edge,"The Vertex Adidas Running Shoes Max Edge is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",74994.68,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
23,Neon Puma Flip Flops Air 2024,"The Neon Puma Flip Flops Air 2024 is a high-performance puma flip flops ideal for daily use, featuring sleek design, durability, and cutting-edge features.",119383.62,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
24,Zenix HP Pavilion 15 Laptop Air 2024,"The Zenix HP Pavilion 15 Laptop Air 2024 is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",42304.34,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
25,Drift Sony WH-1000XM5 Headphones Air X,"The Drift Sony WH-1000XM5 Headphones Air X is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",36720.47,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
26,Pulse Adidas Running Shoes Smart X,"The Pulse Adidas Running Shoes Smart X is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",70869.1,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
27,Vertex Puma Flip Flops Air Next,"The Vertex Puma Flip Flops Air Next is a high-performance puma flip flops ideal for daily use, featuring sleek design, durability, and cutting-edge features.",100745.44,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
28,Lux iPhone 14 Air Edge,"The Lux iPhone 14 Air Edge is a high-performance iphone 14 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",127891.39,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
29,Zenix OnePlus 11R Max Fusion,"The Zenix OnePlus 11R Max Fusion is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",81287.41,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
30,Neon Samsung Galaxy S23 Air Prime,"The Neon Samsung Galaxy S23 Air Prime is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",116651.55,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
31,Omni Sony WH-1000XM5 Headphones Air X,"The Omni Sony WH-1000XM5 Headphones Air X is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",148792.55,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
32,Neon OnePlus 11R Air One,"The Neon OnePlus 11R Air One is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",88401.11,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
33,Tronix Adidas Running Shoes Lite 2024,"The Tronix Adidas Running Shoes Lite 2024 is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",94839.46,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
34,Echo Puma Flip Flops Eco Next,"The Echo Puma Flip Flops Eco Next is a high-performance puma flip flops ideal for daily use, featuring sleek design, durability, and cutting-edge features.",114895.59,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
35,Lux OnePlus 11R Smart Prime,"The Lux OnePlus 11R Smart Prime is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",37548.36,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
36,Lux HP Pavilion 15 Laptop Plus One,"The Lux HP Pavilion 15 Laptop Plus One is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",99994.84,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
37,Omni HP Pavilion 15 Laptop Max X,"The Omni HP Pavilion 15 Laptop Max X is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",50297.03,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
38,Zenix HP Pavilion 15 Laptop Eco Next,"The Zenix HP Pavilion 15 Laptop Eco Next is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",21275.95,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
39,Echo Apple MacBook Air M2 Max One,"The Echo Apple MacBook Air M2 Max One is a high-performance apple macbook air m2 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",54742.06,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
40,Neon Redmi Note 12 Smart Fusion,"The Neon Redmi Note 12 Smart Fusion is a high-performance redmi note 12 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",115750.04,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
41,Nova Samsung Galaxy S23 Lite 2024,"The Nova Samsung Galaxy S23 Lite 2024 is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",72025.72,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
42,Echo Redmi Note 12 Eco 360,"The Echo Redmi Note 12 Eco 360 is a high-performance redmi note 12 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",45096.78,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
43,Zenix Samsung Galaxy S23 Pro 360,"The Zenix Samsung Galaxy S23 Pro 360 is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",68869.04,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
44,Omni OnePlus 11R Max X,"The Omni OnePlus 11R Max X is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",91910.93,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
45,Drift Puma Flip Flops Plus Fusion,"The Drift Puma Flip Flops Plus Fusion is a high-performance puma flip flops ideal for daily use, featuring sleek design, durability, and cutting-edge features.",109641.92,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
46,Lux Sony WH-1000XM5 Headphones Lite 2024,"The Lux Sony WH-1000XM5 Headphones Lite 2024 is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",141366.59,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
47,Neon HP Pavilion 15 Laptop Max Prime,"The Neon HP Pavilion 15 Laptop Max Prime is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",44553.32,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
48,Nova iPhone 14 Plus Prime,"The Nova iPhone 14 Plus Prime is a high-performance iphone 14 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",90922.07,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
49,Nova HP Pavilion 15 Laptop Mini One,"The Nova HP Pavilion 15 Laptop Mini One is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",81231.78,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
50,Zenix HP Pavilion 15 Laptop Pro 360,"The Zenix HP Pavilion 15 Laptop Pro 360 is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",127218.82,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
51,Lux Redmi Note 12 Plus Prime,"The Lux Redmi Note 12 Plus Prime is a high-performance redmi note 12 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",109333.77,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
52,Echo OnePlus 11R Max 2024,"The Echo OnePlus 11R Max 2024 is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",33356.62,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
53,Tronix Adidas Running Shoes Plus X,"The Tronix Adidas Running Shoes Plus X is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",104141.15,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
54,Omni OnePlus 11R Eco 360,"The Omni OnePlus 11R Eco 360 is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",38785.86,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
55,Vertex iPhone 14 Plus Fusion,"The Vertex iPhone 14 Plus Fusion is a high-performance iphone 14 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",17680.51,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
56,Neon Samsung Galaxy S23 Pro 2024,"The Neon Samsung Galaxy S23 Pro 2024 is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",112820.87,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
57,Echo Sony WH-1000XM5 Headphones Ultra 360,"The Echo Sony WH-1000XM5 Headphones Ultra 360 is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",80489.7,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
58,Pulse Adidas Running Shoes Max 360,"The Pulse Adidas Running Shoes Max 360 is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",65332.31,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
59,Omni iPhone 14 Mini One,"The Omni iPhone 14 Mini One is a high-performance iphone 14 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",112237.18,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
60,Tronix Adidas Running Shoes Smart Edge,"The Tronix Adidas Running Shoes Smart Edge is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",148919.77,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
61,Echo Apple MacBook Air M2 Eco Prime,"The Echo Apple MacBook Air M2 Eco Prime is a high-performance apple macbook air m2 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",106244.53,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
62,Drift Puma Flip Flops Mini Prime,"The Drift Puma Flip Flops Mini Prime is a high-performance puma flip flops ideal for daily use, featuring sleek design, durability, and cutting-edge features.",84768.48,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
63,Lux Samsung Galaxy S23 Air Edge,"The Lux Samsung Galaxy S23 Air Edge is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",40258.96,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
64,Vertex Samsung Galaxy S23 Pro One,"The Vertex Samsung Galaxy S23 Pro One is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",113055.34,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
65,Vertex HP Pavilion 15 Laptop Smart 360,"The Vertex HP Pavilion 15 Laptop Smart 360 is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",40998.56,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
66,Echo Adidas Running Shoes Mini Next,"The Echo Adidas Running Shoes Mini Next is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",83075.54,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
67,Zenix Samsung Galaxy S23 Smart Fusion,"The Zenix Samsung Galaxy S23 Smart Fusion is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",43159.56,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
68,Lux Samsung Galaxy S23 Pro X,"The Lux Samsung Galaxy S23 Pro X is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",26913.03,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
69,Nova HP Pavilion 15 Laptop Mini Edge,"The Nova HP Pavilion 15 Laptop Mini Edge is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",96821.32,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
70,Lux Samsung Galaxy S23 Air Edge,"The Lux Samsung Galaxy S23 Air Edge is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",112829.45,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
71,Echo Adidas Running Shoes Max 2024,"The Echo Adidas Running Shoes Max 2024 is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",32139.93,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
72,Echo Adidas Running Shoes Eco Fusion,"The Echo Adidas Running Shoes Eco Fusion is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",121252.24,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
73,Echo Samsung Galaxy S23 Plus Next,"The Echo Samsung Galaxy S23 Plus Next is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",67709.52,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
74,Drift OnePlus 11R Plus 2024,"The Drift OnePlus 11R Plus 2024 is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",81405.49,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
75,Tronix OnePlus 11R Mini Next,"The Tronix OnePlus 11R Mini Next is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",26199.15,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
76,Tronix Samsung Galaxy S23 Max Fusion,"The Tronix Samsung Galaxy S23 Max Fusion is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",95943.09,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
77,Lux iPhone 14 Plus 360,"The Lux iPhone 14 Plus 360 is a high-performance iphone 14 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",16078.29,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
78,Echo Adidas Running Shoes Eco Prime,"The Echo Adidas Running Shoes Eco Prime is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",53556.3,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
79,Pulse OnePlus 11R Pro 2024,"The Pulse OnePlus 11R Pro 2024 is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",116626.62,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
80,Neon Samsung Galaxy S23 Lite Next,"The Neon Samsung Galaxy S23 Lite Next is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",72267.96,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
81,Tronix Redmi Note 12 Eco Prime,"The Tronix Redmi Note 12 Eco Prime is a high-performance redmi note 12 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",4846.24,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
82,Neon Sony WH-1000XM5 Headphones Plus 360,"The Neon Sony WH-1000XM5 Headphones Plus 360 is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",132027.09,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
83,Echo Apple MacBook Air M2 Plus Next,"The Echo Apple MacBook Air M2 Plus Next is a high-performance apple macbook air m2 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",65610.2,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
84,Neon Adidas Running Shoes Air Next,"The Neon Adidas Running Shoes Air Next is a high-performance adidas running shoes ideal for daily use, featuring sleek design, durability, and cutting-edge features.",104873.36,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
85,Nova Apple MacBook Air M2 Mini Prime,"The Nova Apple MacBook Air M2 Mini Prime is a high-performance apple macbook air m2 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",86318.45,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
86,Neon Apple MacBook Air M2 Mini 2024,"The Neon Apple MacBook Air M2 Mini 2024 is a high-performance apple macbook air m2 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",31495.52,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
87,Pulse Sony WH-1000XM5 Headphones Eco Prime,"The Pulse Sony WH-1000XM5 Headphones Eco Prime is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",140076.27,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
88,Vertex Samsung Galaxy S23 Lite Fusion,"The Vertex Samsung Galaxy S23 Lite Fusion is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",133183.43,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
89,Pulse HP Pavilion 15 Laptop Eco Edge,"The Pulse HP Pavilion 15 Laptop Eco Edge is a high-performance hp pavilion 15 laptop ideal for daily use, featuring sleek design, durability, and cutting-edge features.",1554.22,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Laptops
90,Pulse Sony WH-1000XM5 Headphones Mini Edge,"The Pulse Sony WH-1000XM5 Headphones Mini Edge is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",4213.94,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
91,Vertex Boat Airdopes 141 Smart Edge,"The Vertex Boat Airdopes 141 Smart Edge is a high-performance boat airdopes 141 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",144591.49,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
92,Pulse Sony WH-1000XM5 Headphones Pro X,"The Pulse Sony WH-1000XM5 Headphones Pro X is a high-performance sony wh-1000xm5 headphones ideal for daily use, featuring sleek design, durability, and cutting-edge features.",110079.02,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
93,Pulse Samsung Galaxy S23 Ultra Edge,"The Pulse Samsung Galaxy S23 Ultra Edge is a high-performance samsung galaxy s23 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",64529.58,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
94,Lux Redmi Note 12 Pro X,"The Lux Redmi Note 12 Pro X is a high-performance redmi note 12 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",59482.21,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
95,Omni Redmi Note 12 Mini 2024,"The Omni Redmi Note 12 Mini 2024 is a high-performance redmi note 12 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",137446.7,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
96,Omni Boat Airdopes 141 Smart 360,"The Omni Boat Airdopes 141 Smart 360 is a high-performance boat airdopes 141 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",50946.53,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
97,Omni Boat Airdopes 141 Max One,"The Omni Boat Airdopes 141 Max One is a high-performance boat airdopes 141 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",134032.1,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
98,Drift Puma Flip Flops Lite Edge,"The Drift Puma Flip Flops Lite Edge is a high-performance puma flip flops ideal for daily use, featuring sleek design, durability, and cutting-edge features.",16078.93,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Footwear
99,Vertex Boat Airdopes 141 Max X,"The Vertex Boat Airdopes 141 Max X is a high-performance boat airdopes 141 ideal for daily use, featuring sleek design, durability, and cutting-edge features.",31795.41,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Other
100,Pulse OnePlus 11R Pro X,"The Pulse OnePlus 11R Pro X is a high-performance oneplus 11r ideal for daily use, featuring sleek design, durability, and cutting-edge features.",146068.21,https://dummyimage.com/300x300/cccccc/000000.png&text=Product+Image,Smartphones
